Prenom;Nom;"Groupe TD";"Groupe TP";Statuts;Courriel
Etudiant1;Etudiant1;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant2;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant3;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant4;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant5;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant6;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant7;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant8;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant9;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant10;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant11;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant12;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant13;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant14;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant15;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
JHFVJHVF;TestETUDIANT16TT;A;A1;"Tiers temps, Ordinateur";slz@fglfklr.com
Prenom;Nom;"Groupe TD";"Groupe TP";Statuts;Courriel
Etudiant1;Etudiant1;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant2;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant3;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant4;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant5;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant6;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant7;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant8;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant9;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant10;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant11;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant12;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant13;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant14;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant15;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
JHFVJHVF;TestETUDIANT16TT;A;A1;"Tiers temps, Ordinateur";slz@fglfklr.com
Prenom;Nom;"Groupe TD";"Groupe TP";Statuts;Courriel
Etudiant1;Etudiant1;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant2;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant3;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant4;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant5;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant6;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant7;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant8;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant9;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant10;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant11;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant12;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant13;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant14;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant15;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
JHFVJHVF;TestETUDIANT16TT;A;A1;"Tiers temps, Ordinateur";slz@fglfklr.com
Prenom;Nom;"Groupe TD";"Groupe TP";Statuts;Courriel
Etudiant1;Etudiant1;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant2;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant3;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant4;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant5;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant6;1;1;;test1@iutbay.univ-pau.fr
Etudiant1;Etudiant7;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant8;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant9;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant10;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant11;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant12;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant13;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant14;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
Etudiant1;Etudiant15;1;1;"Tiers temps";test1@iutbay.univ-pau.fr
JHFVJHVF;TestETUDIANT16TT;A;A1;"Tiers temps, Ordinateur";slz@fglfklr.com
Prenom;Nom;"Groupe TD";"Groupe TP";Statuts;Courriel
Etudiant1;Etudiant1;1;1;;test1@iutbay.univ-pau.fr
